unique_id,pdf_file,page_num,first_name,last_name,middle_name,middle_initial,context,title,entity_value,file_id,cluster_id
10877,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",113,Tony,Fields,,,child of Adam and Louisa Fields,,Tony Fields,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10877
11135,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",182,Toby,Fields,,,"Affiant, witness for Louisa Fields",,Toby Fields,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10877
11213,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",191,Tony,Fields,,,Child of Adam and Louisa Fields,,Tony Fields,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10877
10878,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",113,Caroline,Fields,,,child of Adam and Louisa Fields,,Caroline Fields,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10878
11001,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",149,Caroline,Fields,,,child of Adam Fields,,Caroline Fields,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10878
11105,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",179,Caroline,Fields,,,witness,,Caroline Fields,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10878
11215,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",191,Caroline,Fields,,,Child of Adam and Louisa Fields,,Caroline Fields,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10878
10879,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",113,Paul,Fields,,,child of Adam and Louisa Fields,,Paul Fields,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10879
11002,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",149,Paul,Fields,,,child of Adam Fields,,Paul Fields,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10879
11216,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",191,Paul,Fields,,,Child of Adam and Louisa Fields,,Paul Fields,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10879
10882,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",116,Thompson,,,,commanding officer,,Thompson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10882
10884,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",116,J,H Brown,H,H,attester,,J H H Brown,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10884
10886,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",117,J,Brown,H,H,witness,,J H Brown,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10884
10885,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",116,Washington,,,,attester,,Washington,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10885
10887,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",117,J,Washington,J,J,witness,,J J Washington,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10887
10907,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",130,Jl,Washington,,,notary public certifying the affiant,Notary Public,J L Washington,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10887
10944,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",137,J,Washington,,,notary,Notary Pub. S. C,J Washington,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10887
10889,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",117,W,Whipper,J,J,judicial officer,Probate Judge,W J Whipper,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10889
10889,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",117,W,Whipper,J,J,judicial officer,Probate Judge,W J Whipper,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10889
10900,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",118,Wj,Whipper,,,witness,,W J Whipper,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10889
10900,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",118,Wj,Whipper,,,witness,,W J Whipper,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10889
11015,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",152,,Whipper,,,Official certifier of the affidavit.,Probate Judge,Whipper,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10889
10893,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",126,R,Drum,C,C,Military official signing the document,Assistant Adjutant General,R C Drum,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10893
10894,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",126,G,Sudler,,,Mentioned as a recipient of correspondence,,G Sudler,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10894
10895,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",126,B,E,C,,Mentioned in a record reference,,B C E,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10895
10897,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",118,Dr,Gaudel,,,physician,,Dr Gaudel,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10897
10899,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",118,Dr,Burton,,,physician,,Dr Burton,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10899
10902,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",124,H,Clay Evans,C,C,Commissioner of Pensions,Commissioner,H C Clay Evans,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10902
10973,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",148,H,Evans,Clay,C,Commissioner of Bureau of Pensions,Commissioner,H Clay Evans,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10902
10973,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",148,H,Evans,Clay,C,Commissioner of Bureau of Pensions,Commissioner,H Clay Evans,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10902
11003,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",149,Hclay,Evans,,,Commissioner of Bureau of Pensions,Commissioner,H Clay Evans,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10902
11003,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",149,Hclay,Evans,,,Commissioner of Bureau of Pensions,Commissioner,H Clay Evans,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10902
10903,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",124,F,C Ainsworth,C,C,"Chief, Record and Pension Office",Chief,F C C Ainsworth,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10903
10906,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",130,Jacob,Lawton,,,witness and affiant,,Jacob Lawton,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10906
10912,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",131,Cain,Carter,,,"Witness, resident of Port Royal Island, late Private in Company A of the 33 Regiment of U.S.C.T.",,Cain Carter,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10912
10913,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",131,John,Adams,,,"Witness, signatory to the affidavit.",,John Adams,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10913
10914,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",131,William,Jenkins,,,"Witness, signatory to the affidavit by mark.",,William Jenkins,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10914
10915,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",131,Randall,Reed,,,Notary Public who certified the affidavit.,Notary Public,Randall Reed,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10915
10931,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",134,Randall,Reed,,,Notary Public,Public,Randall Reed,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10915
10917,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",128,Michl,A,,,approved officer,Medical Director,Michl A,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10917
10918,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",128,Qa,Gillmore,,,commanding General,,Q A Gillmore,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10918
10919,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",128,Td,Hodges,,,officer issuing orders,Act. Asst. Adjt. General,T D Hodges,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10919
10921,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",127,John,Thompson,M,M,commanding officer,,John M Thompson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10921
11285,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",208,John,Thompson,M,M,soldier,,John M Thompson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10921
11343,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",220,John,Thompson,M,M,Surgeon & Examining Board,,John M Thompson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10921
10922,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",127,James,Rogers,,,recruiting officer,,James Rogers,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10922
10923,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",127,M,Crandall,L,L,examining surgeon,Surgeon,M L Crandall,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10923
10924,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",127,C,Trowbridge,C,C,commanding general,,C C Trowbridge,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10924
10926,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",136,Thomas,Wallace,C,C,affiant,,Thomas C Wallace,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10926
10928,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",134,Joseph,Richardson,,,"Affiant, witness",,Joseph Richardson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10928
10938,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",135,Jos,Richardson,,,affiant in pension claim,,Jos Richardson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10928
11011,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",152,Joseph,Richardson,,,"Witness, aged 49 years, resident of Port Royal Island, knows Adam Fields.",,Joseph Richardson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10928
11055,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",151,Joe,Richardson,,,fellow soldier,,Joe Richardson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10928
11330,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",233,Joseph,Richardson,,,witness,,Joseph Richardson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10928
11337,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",232,Joseph,Richardson,,,witness,,Joseph Richardson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10928
11390,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",216,Joseph,Richardson,B,B,witness,,Joseph B Richardson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10928
10929,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",134,Alexander,Hayward,,,Witness,,Alexander Hayward,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10929
10932,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",129,Jacob,Lawrence,,,witness for Adam Fields' pension claim,Notary Public,Jacob Lawrence,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10932
10935,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",129,Jp,Wright,,,to whom affidavit should be returned,,Jp Wright,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10935
10936,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",129,Si,Wright,,,to whom affidavit should be returned,,Si Wright,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10936
10940,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",135,Cæsar,Carter,,,Comrade in affidavit,,Cæsar Carter,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10940
10946,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",137,W,Wright,,,unknown,,W Wright,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10946
10950,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",140,Abraham,Haywood,,,Witness and Affiant,,Abraham Haywood,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10950
10956,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",138,Chas,Coates,,,Witness,,Chas Coates,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10956
10958,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",138,J,Reed,J,J,Disinterested Officer certifying affidavit,,J J Reed,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10958
10959,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",138,Abraham,Heyward,,,Signature of Affiant,,Abraham Heyward,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10959
10961,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",144,Toby,Taylor,,,witness,,Toby Taylor,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10961
10976,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",145,Toby,Taylor,,,affiant,,Toby Taylor,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10961
10964,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",146,Nannie,Baker,,,neighbor of Adam Fields,,Nannie Baker,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10964
10965,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",146,Martha,Simmons,,,neighbor of Adam Fields,,Martha Simmons,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10965
10967,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",142,Jacobs,Simmons,S,S,witness,,Jacobs S Simmons,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10967
10977,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",145,Bingham,& Co,,,attorney,Attorneys for Claimant,Bingham & Co,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10977
10978,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",147,Bram,Strobie,,,witness,,Bram Strobie,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10978
10979,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",147,Antony,Martin,,,witness,,Antony Martin,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10979
10981,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",147,Mr,Crofut,,,attorney,,Mr Crofut,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10981
10983,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",147,Wm,Mclaurin,,,notary,Special Examiner,Wm Mclaurin,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10983
10985,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",143,J,Randall,R,R,Notary signing affidavit,Notary Public,J R Randall,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10985
10988,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",143,,Bingham,,,Attorney for Claimant,,Bingham,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10988
10989,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",143,,Neighbor,,,Claimant,,Neighbor,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10989
10991,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",153,Joseph,Meadows,,,witness,,Joseph Meadows,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10991
10996,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",156,Hg,Judd,,,Notary Public certifying the affidavit.,Public S.C.,Hg Judd,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10996
11018,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",155,H,Judd,G,G,Notary Public certifying affidavit,Public,H G Judd,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10996
10999,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",149,M,Woodruff,,,officiant at marriage,,M Woodruff,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",10999
11000,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",149,Diana,,,,former wife of Adam Fields,,Diana,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11000
11005,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",158,John,Campbell,,,medical referee,Medical Referee,John Campbell,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11005
11016,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",159,John,Campbell,,,signer of the letter,Medical Referee,John Campbell,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11005
11008,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",154,Mr,Reynolds,,,Owner of adjoining plantation to where Adam Fields worked,,Mr Reynolds,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11008
11009,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",154,Thos,Baynard,,,Owner of plantation where Adam Fields' wife lived,,Thos Baynard,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11009
11339,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",232,Thos,Benyard,,,owner,,Thos Benyard,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11009
11013,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",152,,Reynolds,,,Signing witness for Adams Fields' claim.,,Reynolds,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11013
11014,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",152,,Brown,,,"Signing witness for Adam Fields' claim, signed by mark.",,Brown,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11014
11017,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",159,Proleau,,B,B,mentioned as a medical professional,,Proleau B,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11017
11019,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",155,,Clerk,,,Clerk of the County Court certifying affidavit,Clerk of Court,Clerk,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11019
11022,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",155,Fred,Bingham,,,,,Fred Bingham,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11022
11026,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",157,Clara,Johnson,,,claimant,,Clara Johnson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11026
11030,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",162,Ap,Prioleau,P,P,Medical examiner,,A P P Prioleau,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11030
11051,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",166,Ap,Prioleau,,,Examining board member,Treasurer,A P Prioleau,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11030
11072,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",170,Ap,Prioleau,,,board member,Treas.,A P Prioleau,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11030
11076,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",167,Ap,Prioleau,,,Member of the Board,Treasurer,A P Prioleau,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11030
11087,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",171,Ap,Prioleau,,,surgeon present for examination,,A P Prioleau,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11030
11092,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",172,Ap,Prioleau,,,President of the examining board,,A P Prioleau,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11030
11031,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",162,Eg,Simpson,,,Secretary,,E G Simpson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11031
11034,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",160,S,C,Niggin,,"Witness, no detailed information available.",,S Niggin C,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11034
11041,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",164,Arthur,Prioleau,,,President of the Board,,Arthur Prioleau,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11041
11045,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",165,Arthur,Law,R,R,Signatory on surgeon's certificate,President,Arthur R Law,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11045
11046,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",165,Ej,Farnum,E,E,Signatory on surgeon's certificate,Secretary,E J E Farnum,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11046
11049,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",166,Wh,Ellis,,,Examining board member,President,W H Ellis,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11049
11050,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",166,Em,Pinckney,,,Examining board member,Secretary,E M Pinckney,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11050
11075,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",167,Em,Pinckney,,,Member of the Board,Secretary,E M Pinckney,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11050
11056,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",151,Higgerson,,,,commanding officer,,Higgerson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11056
11057,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",151,Strong,,,,military rank,,Strong,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11057
10705,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",66,,Hawk,,,doctor,,Hawk,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11058
11058,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",151,Hawk,,,,regimental surgeon,Surg,Hawk,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11058
11233,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",201,Hawks,,,,assistant surgeon,,Hawks,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11058
11059,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",151,Rogers,,,,company captain,,Rogers,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11059
11060,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",151,Johnson,,,,first lieutenant,Lt,Johnson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11060
11061,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",151,White,,,,second lieutenant,Lt,White,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11061
11062,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",151,Willie,Tonkin,,,ordnance sergeant,Sergt,Willie Tonkin,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11062
11063,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",151,Isaac,Jenkins,,,tent mate,,Isaac Jenkins,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11063
11065,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",151,Happy,Sergt,,,"fellow soldier, casualty",,Happy Sergt,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11065
11070,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",170,Wh,Gelley,,,board member,Pres.,W H Gelley,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11070
11071,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",170,Nj,Kennedy,,,board member,Sec'y,N J Kennedy,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11071
11088,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",171,N,Kennedy,,,surgeon present for examination,Secretary,N Kennedy,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11071
11074,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",167,Jj,Ellis,,,Member of the Board,President,J J Ellis,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11074
11077,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",167,,Jones,,,Signatory of the document,,Jones,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11077
11079,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",174,M,Colome,,,President of the Board,,M Colome,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11079
11080,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",174,J,Lawson,,,Acting Secretary,act Sec'y,J Lawson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11080
11081,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",174,A,Reid,,,Treasurer,Treas.,A Reid,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11081
11082,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",174,J,Graham,,,"Secretary, absent",Sec.,J Graham,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11082
11084,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",176,H,Stuart,H,H,Examining Board President,President,H H Stuart,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11084
11110,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",177,H,Stuart,M,M,member of the examination board for Adam Fields,President,H M Stuart,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11084
11085,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",176,W,Kennedy,W,W,Examining Board Secretary,,W W Kennedy,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11085
11093,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",172,Wf,Kennedy,,,Secretary of the examining board,,W F Kennedy,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11085
11098,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",173,W,Kennedy,,,secretary of the examining board,,W Kennedy,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11085
11112,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",177,W,Kennedy,J,J,member of the examination board for Adam Fields,Secretary,W J Kennedy,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11085
11086,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",171,Wt,Ellis,,,surgeon present for examination,,W T Ellis,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11086
11094,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",172,Sb,Thompson,,,Treasurer of the examining board,,S B Thompson,"usct_pension_files\E_F\Fields, Adam Civil War Pension.pdf",11094
